OAI_ID ; DOC_ID ; AS ; URI ; PREFLABEL ; SCORE
oai:beeldengeluid.nl:Expressie:4196802;/176271/177491/391605/4196802;Onderwerpen;http://data.beeldengeluid.nl/gtaa/25670;fans;2
oai:beeldengeluid.nl:Expressie:4213278;/16414/16434/16434/4213278;Onderwerpen;http://data.beeldengeluid.nl/gtaa/25590;eekhoorns;2
oai:beeldengeluid.nl:Expressie:4213278;/16414/16434/16434/4213278;Onderwerpen;http://data.beeldengeluid.nl/gtaa/25670;fans;2
oai:beeldengeluid.nl:Expressie:4213278;/16414/16434/16434/4213278;Onderwerpen;http://data.beeldengeluid.nl/gtaa/26987;uilen;2
oai:beeldengeluid.nl:Expressie:4213278;/16414/16434/16434/4213278;PersoonsNamen;http://data.beeldengeluid.nl/gtaa/226634;Bieber, Justin;3
oai:beeldengeluid.nl:Expressie:4213278;/16414/16434/16434/4213278;GeografischeNamen;http://data.beeldengeluid.nl/gtaa/36223;Herengracht (Den Haag);2
oai:beeldengeluid.nl:Expressie:4213278;/16414/16434/16434/4213278;GeografischeNamen;http://data.beeldengeluid.nl/gtaa/36870;Javastraat (Den Haag);2
oai:beeldengeluid.nl:Expressie:4213275;/16414/16435/16435/4213275;Onderwerpen;http://data.beeldengeluid.nl/gtaa/25395;asbest;2
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/26774;spelen;23
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/27770;mannen;10
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/28710;schaatsen;10
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/27006;sprint;3
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/28065;zomer;3
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/28526;brandweer;2
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/27216;verborgen camera;2
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/28339;goud;2
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/25275;handel;2
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/26078;kleuren;2
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/27627;shorttrack;2
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/26953;trainers;2
oai:beeldengeluid.nl:Expressie:4207442;/13343/13343/13343/4207442;Onderwerpen;http://data.beeldengeluid.nl/gtaa/28226;treinen;2
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/26774;spelen;22
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/28155;tennis;6
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/28065;zomer;5
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/28117;sneeuw;4
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/28480;ijs;3
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/26637;rellen;3
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/25670;fans;2
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/28575;gas;2
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/27887;regen;2
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/26628;rekenen;2
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/29801;spandoeken;2
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/26872;supporters;2
oai:beeldengeluid.nl:Expressie:4213318;/16627/247312/262813/4213318;Onderwerpen;http://data.beeldengeluid.nl/gtaa/27859;wind;2
